a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a
-3,0.117647059,-2,-4,0.143556729,-1,-4,1,-1,-1,1,-3,0.339285714,-1,-1,0,-3,0,-1,-1,1,0
-3,0.205882353,-2,-3,0.070595356,-2,-5,1,-4,-3,0,-2,0.428571429,-1,-1,0,-2,1,-2,-1,1,1
-3,0.294117647,-2,-1,0.185484758,-5,-1,0.333333333,-1,-1,1,-4,0.214285714,-1,-1,0.333333333,-1,0,-2,-1,1,1
-2,0.205882353,-1,-6,0.183779025,-2,-4,0.666666667,-4,-1,0.666666667,-4,0.375,-1,-1,0.666666667,-4,1,-1,-1,1,0
-1,0.470588235,-3,-6,0.104269836,-2,-3,0.333333333,-1,-1,0,-4,0.089285714,-1,-1,0.333333333,-1,0,-1,-1,0,1
-2,0.294117647,-2,-5,0.212556399,-3,-5,0.666666667,-2,-1,1,-4,0.160714286,-1,-3,0,-1,0,-2,-1,1,1
-3,0.470588235,-2,-3,0.590073732,-2,-4,1,-2,-1,0.333333333,-4,0.125,-1,-1,0.333333333,-3,0,-1,-1,1,1
-1,0.117647059,-2,-4,0.090403874,-2,-2,1,-2,-2,1,-2,0.178571429,-1,-1,0,-1,0,-1,-1,1,0
-1,0.294117647,-1,-1,0.053978211,-4,-1,1,-2,-1,1,-2,0.678571429,-1,-3,0.333333333,-3,0,-1,-1,1,0
-4,0.382352941,-1,-1,0.187410587,-1,-1,1,-1,-1,1,-2,0.535714286,-3,-1,0.333333333,-2,0,-2,-1,1,0
-2,0.073529412,-1,-1,0.049741389,-2,-1,0.333333333,-1,-1,1,-1,0.321428571,-1,-1,0.666666667,-2,0,-2,-1,1,0
-1,0.352941176,-2,-4,0.206668868,-2,-2,0.666666667,-1,-1,0.333333333,-4,0.464285714,-1,-1,0,-2,0,-2,-1,1,1
-2,0.294117647,-2,-3,0.155111698,-5,-1,1,-1,-1,1,-3,0.196428571,-1,-2,0,-1,0,-2,-1,1,0
-3,0.029411765,-1,-1,0.081985254,-2,-1,0.333333333,-4,-1,0.333333333,-1,0.196428571,-1,-3,0.333333333,-1,0,-2,-1,1,0
-2,0.25,-3,-4,0.115714757,-2,-2,0,-3,-1,1,-2,0.5,-1,-1,0.333333333,-1,0,-2,-1,1,0
-3,0.161764706,-2,-4,0.181908221,-1,-2,0.666666667,-1,-1,0.333333333,-3,0.178571429,-1,-1,0,-1,0,-2,-1,1,0
-3,0.294117647,-2,-1,0.118135798,-3,-1,0.666666667,-1,-1,0.333333333,-4,0.285714286,-2,-1,0.333333333,-1,0,-1,-1,1,1
-2,0.029411765,-2,-8,0.011224827,-2,-5,0.666666667,-4,-1,0,-2,0.053571429,-1,-1,0,-2,0,-2,-1,0,0
-2,0.382352941,-2,-1,0.080609662,-1,-2,1,-2,-1,0,-4,0.125,-1,-1,0,-1,0,-2,-1,1,0
-2,0.338235294,-1,-1,0.124903709,-3,-2,1,-1,-1,0.333333333,-2,0.071428571,-1,-1,0.333333333,-2,0,-2,-1,0,1
-3,0.161764706,-2,-1,0.182568504,-2,-1,1,-2,-1,0.333333333,-4,0.625,-2,-3,0,-3,0,-1,-1,1,0
-3,0.558823529,-2,-1,0.380543634,-1,-3,0.333333333,-4,-1,1,-2,0.178571429,-1,-3,0,-1,0,-1,-1,1,0
-1,0.102941176,-1,-4,0.202982282,-2,-2,0,-1,-1,0.333333333,-1,0.375,-1,-1,0.333333333,-2,1,-2,-1,1,0
-2,0.161764706,-2,-8,0.069549906,-5,-2,1,-1,-2,0.333333333,-1,0.053571429,-1,-1,0,-1,0,-2,-1,0,0
-3,0.294117647,-2,-4,0.393034005,-2,-2,0,-1,-1,1,-2,0.428571429,-1,-1,0,-2,1,-2,-1,1,0
-1,0.294117647,-5,-4,0.051887312,-2,-4,0,-2,-3,1,-3,0.178571429,-1,-3,0.333333333,-4,0,-2,-1,1,1
-1,0.823529412,-2,-6,0.387751733,-2,-1,1,-1,-3,1,-3,0.303571429,-1,-3,0,-1,0,-2,-1,1,1
-3,0.382352941,-1,-1,0.142016067,-2,-2,1,-2,-1,0.333333333,-4,0.25,-1,-1,0,-1,0,-1,-1,1,0
-4,0.294117647,-2,-1,0.055463849,-3,-2,0.666666667,-2,-1,0.666666667,-4,0.678571429,-1,-1,0,-2,0,-2,-1,1,0
-2,0.029411765,-2,-1,0.027676901,-2,-2,0.333333333,-2,-2,0.666666667,-1,0.803571429,-1,-1,0,-1,0,-2,-1,1,0
-2,0.205882353,-3,-6,0.119786508,-1,-1,1,-1,-1,0.333333333,-2,0.410714286,-1,-1,0.333333333,-1,0,-2,-1,1,0
-3,0.294117647,-3,-4,0.125894134,-2,-1,1,-1,-1,1,-4,0.5,-1,-1,0.333333333,-2,1,-2,-1,1,1
-2,0.161764706,-5,-4,0.055793991,-5,-2,0.333333333,-4,-1,0.333333333,-2,0.107142857,-1,-3,0,-1,0,-2,-1,1,1
-2,0.382352941,-1,-3,0.447672499,-2,-3,0.333333333,-1,-1,0.333333333,-2,0.535714286,-1,-1,0,-1,0,-2,-1,1,1
-3,0.647058824,-2,-6,0.252778695,-2,-4,0.666666667,-1,-1,0.333333333,-4,0.25,-2,-3,0,-3,0,-1,-1,1,1
-4,0.25,-2,-4,0.147078244,-5,-2,0,-2,-1,0,-4,0.160714286,-2,-1,0,-3,0,-1,-1,1,0
-1,0.470588235,-2,-5,0.439033785,-2,-2,0.333333333,-1,-1,0.333333333,-2,0.125,-1,-1,0,-1,1,-2,-1,1,1
-3,0.294117647,-1,-3,0.097832068,-2,-3,0.333333333,-1,-1,0.333333333,-2,0.196428571,-1,-1,0.333333333,-2,0,-2,-1,1,0
-1,0.161764706,-1,-3,0.06509299,-2,-2,1,-2,-1,0.666666667,-2,0.107142857,-1,-3,0.333333333,-1,0,-2,-1,1,0
-4,0.558823529,-4,-6,0.332287884,-2,-5,0.333333333,-3,-1,0,-2,0.25,-1,-1,0.333333333,-1,0,-2,-1,1,0
-3,0.132352941,-2,-1,0.063772422,-5,-4,0.333333333,-2,-1,1,-1,0.803571429,-1,-1,0,-1,0,-2,-1,1,0
-1,0.294117647,-2,-5,0.348244745,-2,-4,1,-1,-1,0.333333333,-3,0.178571429,-1,-2,0,-3,0,-1,-1,1,0
-2,0.294117647,-1,-1,0.082150325,-2,-1,1,-1,-1,0.333333333,-2,0.517857143,-1,-1,0.333333333,-2,0,-2,-1,1,0
-3,0.117647059,-1,-2,0.182403433,-1,-5,0.333333333,-1,-1,0,-2,0.321428571,-1,-1,0.333333333,-2,1,-2,-1,1,0
-3,0.161764706,-5,-1,0.072576208,-5,-1,1,-1,-1,1,-4,0.267857143,-2,-1,0,-2,1,-2,-1,1,0
-1,0.205882353,-2,-1,0.092769891,-1,-3,0.333333333,-4,-1,1,-4,0.071428571,-1,-3,0.333333333,-2,0,-2,-1,0,0
-1,0.470588235,-2,-3,0.204082756,-2,-4,1,-1,-1,0.666666667,-2,0.196428571,-1,-1,0,-3,0,-1,-1,1,0
-3,0.117647059,-2,-4,0.117750633,-1,-1,1,-1,-1,0.666666667,-4,0.553571429,-1,-1,0,-1,0,-1,-1,1,0
-3,0.117647059,-2,-3,0.081765159,-2,-3,0.666666667,-2,-1,1,-1,0.214285714,-1,-1,0,-2,0,-2,-1,1,0
-1,0.382352941,-2,-5,0.198470342,-2,-2,1,-3,-1,1,-2,0.375,-1,-1,0,-3,0,-1,-1,1,0
-3,0.117647059,-2,-1,0.030483108,-2,-1,1,-1,-1,1,-4,0.339285714,-1,-1,0,-1,0,-2,-1,1,0
-1,0.602941176,-2,-1,0.087762738,-2,-2,1,-1,-1,1,-3,0.071428571,-1,-2,0,-1,0,-1,-1,0,1
-2,0.602941176,-1,-5,0.238032354,-5,-4,0.666666667,-1,-1,1,-4,0.142857143,-1,-1,0,-1,0,-2,-1,1,0
